ITEM,HS CODE,GOODS DESCRIPTION 
530,22021010,"Flavoured aerated waters, with added sugar, sweetener, etc"
531,22021090,Waters incl mineral   aerated  with added sugar sweetened  etc
532,22029000,"Other non-alcoholic beverages, nes"
533,22030019,Designated opaque beer made from malt - nes
534,22030091,"Clear beer made from sorghum, wholly produced in Zimbabwe"
535,22030099,Other clear beer made from malt nes
536,22041019,Sparkling wine >14% not wholly produced in ZW
537,22041091,Sparkling wine <= 14% wholly produced in ZW
538,22041099,Sparkling wine =< 14% not wholly produced in Zimbabwe
539,22042111,Wine (not sparkling) > 14% in <= 2L containers wholly produced in ZW
540,22042112,"Wine (not sparkling), >14% AA, in containers <=2L, not wholly prod. in ZW"
541,22042119,"Grape must...add. of alcohol, >14% AA, =<2L containers, not wholly ZW"
542,22042191,"Wine (not sparkling), =<14% AA, =<2L containers, wholly produced in ZW"
543,22042192,"Wine (not sparkling), =<14% AA, =<2L containers, not wholly produced in ZW"
544,22042199,"Grape must...addition of alcohol, =<14% AA, =<2L, not wholly prod. in ZW"
545,22042911,"Wine (not sparkling), >14% AA, >2L containers, wholly produced in ZW"
546,22042912,"Wine (not sparkling), >14% AA, >2L containers, not wholly produced in ZW"
547,22042919,"Grape must... addition of alcohol, >14% AA, >2L, not wholly produced in ZW"
548,22042991,"Wine (not sparkling), =<14% AA, >2L containers, wholly produced in ZW"
549,22042992,"Wine (not sparkling), =<14% AA, >2L containers, not wholly prod. in ZW"
550,22042999,"Grape must... addition of alcohol, =<14% AA, >2L, not wholly prod. in ZW"
551,22043000,"Other grape must, nes"
552,22051019,"Vermouth...substances, >14% AA, =<2L containers, not wholly prod. in ZW"
553,22051099,"Vermouth...substances, <=14% AA, <=2L containers, not wholly prod. in ZW"
554,22059019,"Vermouth...substances, >14% AA, >2L containers, not wholly prod. in ZW"
555,22059099,"Vermouth...substances, <=14% AA, >2L containers, not wholly prod. in ZW"
556,22060010,Cider
557,22060052,Sparkling wine >14%AA not wholly produced in ZW
558,22060053,Sparkling wine <= 14% AA wholly produced in ZW
559,22060059,Sparkling wine <=14% not wholly produced in ZW
560,22060069,"Banana & papaya wine, <=14%AA"
561,22060079,"Other wine, <=14%AA not wholly produced in ZW"
562,22060090,Other fermented beverages ... nes
563,22071010,Undernatured ethyl of an alcohol of an alcoholic strength by volume >= 80%
564,22071090,Undernatured ethyl >=80%AA (excl. 22071010)
565,22072011,"Methylated spirits, coloured, for medicinal use"
566,22072019,"Methylated spirits, coloured, other than for medicinal use"
567,22072020,Ethyl alcohol denatured by the addition of <1% benzole
568,22072091,"Ethyl alcohol denatured, for medicinal use"
569,22072099,"Ethyl alcohol denatured , other than for medicinal use"
570,22082011,Brandy containing <=33.33% of imported spirit
571,22082019,Brandy containing more than 33 1/3% of imported spirit
572,22082090,Other spirits from distilled grape wine or marc excl brandy
573,22083010,"Whisky, containing <= 33.33% of imported spirit"
574,22083090,Whisky excluding 22083010
575,22084011,Rum containing <40% of imported spirit
576,22084019,"Other rum, nes"
577,22084090,Tafia
578,22085011,Gin wholly distilled in ZW
579,22085019,"Other gin, nes"
580,22085090,Geneva
581,22086010,"Vodka, wholly distilled in Zimbabwe"
582,22086090,"Other vodka,  n.e.s"
583,22087010,Liqueurs and cordials contain not more than 33.33.. % of imported spirit
584,22087090,Other liqueurs and cordials nes...
585,22089029,Other bitters
586,22089091,Other spirits & spirituous beverages wholly distilled in ZW
587,22089099,"Other spirits & spirituous beverages, nes"
588,22090000,Vinegar and substitutes for vinegar obtained from acetic acid
589,23011000,"Flours, meals and pellets, of meat unfit for human consumption; greaves"
590,23012000,"Flours, meals and pellets of fish, etc, unfit for human consumption"
591,23021000,"Brans, sharps and other residues of maize (corn)"
592,23023000,"Brans, sharps and other residues of wheat"
593,23024000,"Brans, sharps and other residues of other cereals"
594,23031000,Residues from manufacture of starch and similar residues
595,23040000,"Oil-cake and other solid residues, of soya-bean"
596,23061000,Oil-cake and other solid residues of cotton seeds
597,23063000,Oil-cake and other solid residues of sunflower seeds
598,23080000,"Vegetable materials,waste,residues etc whether or not as pellets used for animal feeding"
599,23091000,"Dog or cat food, put up for retail sale"
600,23099010,"Other preps for feeding  dogs, cats, cage birds, or aquarial fish...nes"
601,23099020,"Vitamins,additives,substances for manuf. of stockfeeds  excl goods of Ch29"
602,23099090,Other preparations of a kind used in animal feeding excl 23099010
603,24011010,"Flue-cured tobacco, of the virginia type, not stemmed/stripped"
604,24011090,"Other tobacco, not stemmed/stripped"
605,24012010,"Flue-cured tobacco of the virginia type, partly or wholly stemmed/stripped"
606,24012020,"Burley tobacco, partly or wholly stemmed/stripped"
607,24012030,"Dark-fired tobacco, partly or wholly stemmed/stripped"
608,24012090,"Other tobacco, partly or wholly stemmed/stripped"
609,24013090,Tobacco refuse in immediate packings of a content =>2kgs
610,24021000,"Cigars, cheroots and cigarillos containing tobacco"
611,24022010,Cigarettes containing tobacco weighing <910 grams per 1000
612,24022020,Cigarettes cont. tobacco weighing >910g/1000 but =<1000g/1000
613,24022090,Cigarettes containing tobacco weighing >1225g/1000
614,24031110,Cigarette tobacco  specified in subheading note 1 to this chapter
615,24031910,"Other cigarette tobacco, nes"
616,24031990,"Smoking tobacco whether or not containing tobbacco substitutes in any proportions, nes"
617,24039930,Tobacco extracts and essences
618,25010010,Table & course salt in immediate packings of a content of  > = 50kg
619,25010091,Salt in immidiate packaging of < 5 Kg
620,25010099,Salt in immidiate packaging for retail sale of > 5Kg but< 50 Kg
621,25030000,"Sulphur of all kinds (excl. sublimed, precipitated and colloidal sulphur)"
622,25041000,Natural graphite in powder or in flakes
623,25051000,Silica sands and quartz sands
624,25059000,"Natural sands, (excl. metal-bearing sands of chapter 26), nes"
625,25061000,Quartz
626,25070000,"Kaolin and other kaolinic clays, whether or not calcined"
627,25081000,Bentonite
628,25083000,Fire-clay
629,25084000,"Other clays, nes"
630,25090000,Chalk
631,25101000,"Unground natural calcium phosphates, aluminium calcium phosphates, etc"
632,25111000,Natural barium sulphate (barytes)
633,25120000,"Siliceous fossil meals (kieselguhr, tripolite, etc); siliceous earths"
634,25132000,"Emery, natural corundum, natural garnet and other natural abrasives"
635,25161100,"Granite, crude or roughly trimmed"
636,25161200,"Granite, merely cut into a square or rectangular shape"
637,25162000,Sandstone
638,25169000,"Other monumental or building stone,nes"
639,25171000,"Pebbles, gravel, shingle and flint"
640,25172000,"Macadam of slag, dross or similar industrial waste"
641,25174900,"Granules, chippings and powder of stones (excl. marble)"
642,25191000,Natural magnesium carbonate (magnesite)
643,25199000,Magnesia and other magnesium oxide
644,25201000,Gypsum; anhydrite
645,25202000,Plasters
646,25210000,Limestone flux; limestone and other calcareous stone
647,25221000,Quicklime
648,25222000,Slaked lime
649,25223000,Hydraulic lime
650,25231000,Cement clinkers
651,25232100,White portland cement
652,25232900,Portland cement (excl. white)
653,25233000,Aluminous cement
654,25239000,"Other hydraulic cements, etc"
655,25249000,Other asbestos
656,25252000,Mica powder
657,25261000,"Natural steatite, talc, not crushed or powdered"
658,25262000,"Natural steatite, talc, crushed or powdered"
659,25289000,Natural borates (excl. sodium) and concentrates; natural boric acid
660,25292200,Fluorspar containing by weight >97% of calcium fluoride
661,25301000,"Vermiculite, perlite and chlorites (unexpanded)"
662,25309000,"Other mineral substances, nes"
663,26012000,Roasted iron pyrites
664,26020000,"Manganese ores/concentrates(inc.ferruginous), with manganese cont.of=>20%"
665,26030000,Copper ores and concentrates
666,26040000,Nickel ores and concentrates
667,26050000,Cobalt ores and concentrates
668,26060000,Aluminium ores and concentrates
669,26070000,Lead ores and concentrates
670,26080000,Zinc ores and concentrates
671,26140000,Titanium ores and concentrates
672,26159000,"Niobium, tantalum and vanadium ores and concentrates"
673,26179000,"Other ores and concentrates, nes"
674,26219000,"Other slag and ash, including seaweed ash (Kelp)"
675,27011100,"Anthracite, not agglomerated"
676,27011200,"Bituminous coal, not agglomerated"
677,27011900,"Other coal, not agglomerated, nes"
678,27012000,"Briquettes, ovoids and similar solid fuels manufactured from coal"
679,27030000,Peat (incl. peat litter) whether or not agglomerated.
680,27040000,"Coke and semi-coke of coal, of lignite or of peat; retort carbon"
681,27071000,Benzole (Benzene)
682,27072000,Toluole(toluene)
683,27075000,Other aromatic hydrocarbon mixtures which >=65% distils at 250°c
684,27079100,Creosote oils
685,27079900,"Other oils and oil products, nes"
686,27081000,Pitch obtained from coal tar or from other mineral tars
687,27090000,"Petroleum oils and oils obtained from bituminous minerals, crude"
688,27101211,Aviation Spirit
689,27101212,Leaded petrol
690,27101213,Unleaded petrol
691,27101219,Other motor spirit
692,27101230,Other light oils and preparations
693,27101911,"Kerosene type jet fuel, density at 20'C <0,8962 & flash-point <66'C"
694,27101913,"Power kerosene, density at 20'C >=0.796 & flash-point >=21'C but <44'C"
695,27101915,"Illuminating/heating kerosene, density at 20'C <0.8962 & flash-point <66'C"
696,27101919,Other kerosene
697,27101921,Gas oils having a flash point >66'C
698,27101929,Diesel
699,27101930,Other fuel oils
700,27101991,Lubricating oils & blending stocks for lubricating oil in packings < 210 litres
701,27101992,Lubricating oils & blending stocks for lubricating oil in packings > 210 litres
702,27101993,Antifriction & lubricating grease
703,27101994,Transformer & insulating oils
704,27101996,Benzole wash oils
705,27101999,"Other lubricating oils, other heavy oils & preps .... nes"
706,27109100,"Waste oils containing polychlorinated biphenyls,terphenyls or polybrominated biphenyls"
707,27109900,Other waste oils nes
708,27111200,"Propane, liquefied"
709,27111300,"Butanes, liquefied"
710,27111900,"Petroleum gases and other gaseous hydrocarbons, liquefied, nes"
711,27112900,"Petroleum gases and other gaseous hydrocarbons in gaseous state, nes"
712,27121010,Petroleum jelly in immediate packings <=5L
713,27121090,Other petroleum jelly
714,27122000,"Paraffin wax, containing <0.75% oil"
715,27129000,"Other paraffin wax... and similar products, nes"
716,27131100,"Petroleum coke, not calcined"
717,27132010,Petroleum bitumen in quantities of not less than 2 tonnes
718,27132090,Petroleum bitumen in quantities of less than 2 tonnes
719,27139000,Other residues of petroleum oils or of oils obtained from bituminous minerals
720,27149000,Bitumen and asphalt; natural asphaltites and asphaltic rocks
721,27150000,"Bituminous mixtures based on natural asphalt, bitumen...(eg. cut-backs)"
722,28011000,Chlorine
723,28012000,Iodine
724,28013000,Fluorine; bromine
725,28020000,"Sulphur, sublimed or precipitated; colloidal sulphur"
726,28030000,"Carbon (carbon blacks and other forms of carbon, nes)"
727,28041000,Hydrogen
728,28042100,Argon
729,28042900,Rare gases (excl. argon)
730,28043000,Nitrogen
731,28044000,Oxygen
732,28046100,Silicon containing by weight >=99.99% silicon
733,28046900,Silicon containing by weight <99.99% silicon
734,28049000,Selenium
735,28061000,Hydrogen chloride (hydrochloric acid)
736,28062000,Chlorosulphuric acid
737,28070000,Sulphuric acid; oleum
738,28080000,Nitric acid; sulphonitric acids
739,28092000,Phosphoric acid and polyphosphoric acids
740,28100000,Oxides of boron; boric acids
741,28111100,Hydrogen fluoride (hydrofluoric acid)
742,28111900,"Other inorganic acids, nes"
743,28112100,Carbon Dioxide
744,28112200,Silicone dioxide
745,28112900,"Other inorganic oxygen compounds of non-metals, nes"
746,28121000,Chlorides and chlorides oxides of non-metals
747,28139000,Sulphides of non-metals (excl. carbon)commercial phosphorus trisulphide
748,28141000,Anhydrous ammonia
749,28142000,Ammonia in aqueous solution
750,28151100,"Sodium hydroxide (caustic soda), solid"
751,28151200,Sodium hydroxide in aqueous solution (soda lye or liquid soda)
752,28152000,Potassium hydroxide (caustic potash)
753,28161000,Hydroxide and peroxide of magnesium
754,28170000,Zinc oxide; zinc peroxide
755,28182000,"Aluminium oxide, other than artificial corundum)"
756,28183000,Aluminium hydroxide
757,28199000,Chromium oxides and hydroxides (excl. chromium trioxide)
758,28201000,Manganese dioxide
759,28209000,Manganese oxides (excl. manganese dioxide)
760,28211000,Iron oxides and hydroxides
761,28212000,Earth colours containing >=70% iron(iii)oxide
762,28220000,Cobalt oxides and hydroxides; commercial cobalt oxides
763,28230000,Titanium oxides
764,28241000,"Lead monoxide (litharge, massicot)"
765,28249000,"Lead oxides, nes"
766,28251000,Hydrazine and hydroxylamine and their inorganic salts
767,28255000,Copper oxides and hydroxides
768,28258000,Antimony oxides
769,28259000,"Other inorganic bases; other metal oxides, hydroxides and peroxides, nes"
770,28261900,"Fluorides, nes"
771,28269000,"Fluoroaluminates and other complex fluorine salts, nes"
